"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"135","50k potential ""miners"" of #solarcoin :-)? https://t.co/UYM0HepzEh",FALSE,6,NA,2018-02-04 22:02:06,FALSE,NA,"960272278947758085",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","SolarCoinNews",5,FALSE,FALSE,NA,NA
"136","#SolarCoin price :$0.56,MCAP:$22M,Circulating Supply:$39M
https://t.co/1geEmegenR           #Cryptoassets… https://t.co/QOVS0DwnXP",FALSE,1,NA,2018-02-04 21:50:43,TRUE,NA,"960269411532902400",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","SolarCoinNews",0,FALSE,FALSE,NA,NA
"137","@SolarCoin_SLR  is the only sensible cryptocoin/block chain which rewards efficient energy use and value commensura… https://t.co/FbaupRIZgX",FALSE,3,"SolarCoin_SLR",2018-02-04 21:27:21,TRUE,NA,"960263533190524928","2244295159","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","artesesan",1,FALSE,FALSE,NA,NA
"138","<ed><U+00A0><U+00BD><ed><U+00B3><U+0086>2018/02/04 15:07 @ Home
<U+23F1>1,149 days up
<ed><U+00A0><U+00BC><ed><U+00BC><U+00A4>22 #solarpanels (5.50 kW)
<U+26A1>ENERGY = §22.61 MWh
<ed><U+00A0><U+00BD><ed><U+00B4><U+0080>SLR/USD = $0.5447<U+2B07>
<ed><U+00A0><U+00BD><ed><U+00B2><U+00B5>Earnin… https://t.co/pEaHzLtbPy",FALSE,0,NA,2018-02-04 21:07:09,TRUE,NA,"960258449102778368",NA,"<a href=""http://shkspr.mobi/blog/2013/12/graphing-my-solar-panels-open-source/"" rel=""nofollow"">SolarPanelGraph</a>","projectAlborada",0,FALSE,FALSE,NA,NA
"139","@physorg_com @elonmusk #solarcoin is New energy",FALSE,7,"physorg_com",2018-02-04 20:51:58,FALSE,"960100632374935552","960254627433328641","17248121","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","YunushanOzguur",2,FALSE,FALSE,NA,NA
"140","Just registered for @SolarCoin_SLR.  1/3 of my way to first coin and first #cryptocurrency. Would love any advice  #cleanenergy #Solarpower",FALSE,2,NA,2018-02-04 17:46:07,FALSE,NA,"960207858544664576",NA,"<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","jguenter13",0,FALSE,FALSE,NA,NA
"141","<ed><U+00A0><U+00BD><ed><U+00B3><U+0086>2018/02/04 11:07 @ Home
<U+23F1>1,149 days up
<ed><U+00A0><U+00BC><ed><U+00BC><U+00A4>22 #solarpanels (5.50 kW)
<U+26A1>ENERGY = §22.61 MWh
<ed><U+00A0><U+00BD><ed><U+00B4><U+0080>SLR/USD = $0.5692<U+2B07>
<ed><U+00A0><U+00BD><ed><U+00B2><U+00B5>Earnin… https://t.co/xtfMCHYm9v",FALSE,0,NA,2018-02-04 17:07:06,TRUE,NA,"960198038647115777",NA,"<a href=""http://shkspr.mobi/blog/2013/12/graphing-my-solar-panels-open-source/"" rel=""nofollow"">SolarPanelGraph</a>","projectAlborada",0,FALSE,FALSE,NA,NA
"142","Enron 2.0: How Cryptocurrency Could Lead to Another Meltdown https://t.co/2uKfElfJxa #News #Oped #powerledger… https://t.co/d6eR7f2NU3",FALSE,1,NA,2018-02-04 14:54:10,TRUE,NA,"960164582772715521",NA,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>","CryptoCurrent",0,FALSE,FALSE,NA,NA
"143","<ed><U+00A0><U+00BD><ed><U+00B3><U+0086>2018/02/04 07:07 @ Home
<U+23F1>1,149 days up
<ed><U+00A0><U+00BC><ed><U+00BC><U+00A4>22 #solarpanels (5.50 kW)
<U+26A1>ENERGY = §22.602 MWh
<ed><U+00A0><U+00BD><ed><U+00B4><U+0080>SLR/USD = $0.5795<U+2B07>
<ed><U+00A0><U+00BD><ed><U+00B2><U+00B5>Earni… https://t.co/YJcdu2ltgY",FALSE,0,NA,2018-02-04 13:07:05,TRUE,NA,"960137637137997825",NA,"<a href=""http://shkspr.mobi/blog/2013/12/graphing-my-solar-panels-open-source/"" rel=""nofollow"">SolarPanelGraph</a>","projectAlborada",0,FALSE,FALSE,NA,NA
"144","BTC-SLR AskRate: 0.00006736 #Bittrex  #SLR $SLR #SolarCoin #altcoin #bitcoin #cryptocurrency
 <U+2665> FOLLOW for PROFIT",FALSE,1,NA,2018-02-04 10:20:01,FALSE,NA,"960095593921163264",NA,"<a href=""https://www.cryptoknocks.com"" rel=""nofollow"">Knocks</a>","cryptoknocks",0,FALSE,FALSE,NA,NA
"145","@The5capitals have agreed with a Client to be paid in @SolarCoin_SLR we are thinking differently, acting sustainabl… https://t.co/hdbdw7f46h",FALSE,1,"The5capitals",2018-02-04 10:12:57,TRUE,NA,"960093815192346624","960061207989407745","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","The5capitals",0,FALSE,FALSE,NA,NA
"146","<ed><U+00A0><U+00BD><ed><U+00B3><U+0086>2018/02/04 03:07 @ Home
<U+23F1>1,149 days up
<ed><U+00A0><U+00BC><ed><U+00BC><U+00A4>22 #solarpanels (5.50 kW)
<U+26A1>ENERGY = §22.602 MWh
<ed><U+00A0><U+00BD><ed><U+00B4><U+0080>SLR/USD = $0.6582<U+2B07>
<ed><U+00A0><U+00BD><ed><U+00B2><U+00B5>Earni… https://t.co/ZzbzY21FTj",FALSE,0,NA,2018-02-04 09:07:05,TRUE,NA,"960077237126082560",NA,"<a href=""http://shkspr.mobi/blog/2013/12/graphing-my-solar-panels-open-source/"" rel=""nofollow"">SolarPanelGraph</a>","projectAlborada",0,FALSE,FALSE,NA,NA
"147","@SolarCoinNews @FredericLambert Scribbles note... 50,000 households with 5K of PV each  could potentially share ~32… https://t.co/uqpnDACFqr",FALSE,3,"SolarCoinNews",2018-02-04 07:22:14,TRUE,"960037999152164864","960050849929195521","951935278016581632","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","BernardMcCarty",2,FALSE,FALSE,NA,NA
"148","<ed><U+00A0><U+00BD><ed><U+00B3><U+0086>2018/02/03 23:07 @ Home
<U+23F1>1,148 days up
<ed><U+00A0><U+00BC><ed><U+00BC><U+00A4>22 #solarpanels (5.50 kW)
<U+26A1>ENERGY = §22.602 MWh
<ed><U+00A0><U+00BD><ed><U+00B4><U+0080>SLR/USD = $0.6758<U+2B06>
<ed><U+00A0><U+00BD><ed><U+00B2><U+00B5>Earni… https://t.co/uZG9PWquVx",FALSE,0,NA,2018-02-04 05:07:07,TRUE,NA,"960016847000227840",NA,"<a href=""http://shkspr.mobi/blog/2013/12/graphing-my-solar-panels-open-source/"" rel=""nofollow"">SolarPanelGraph</a>","projectAlborada",0,FALSE,FALSE,NA,NA
"149","RT @Stewy13: @elonmusk Since @Tesla has always been a pioneer, would you ever consider taking something like @SolarCoin_SLR for payment on…",FALSE,0,NA,2018-02-04 01:43:41,FALSE,NA,"959965653699473408",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","solcrypto",11,TRUE,FALSE,NA,NA
"150","<ed><U+00A0><U+00BD><ed><U+00B3><U+0086>2018/02/03 19:07 @ Home
<U+23F1>1,148 days up
<ed><U+00A0><U+00BC><ed><U+00BC><U+00A4>22 #solarpanels (5.50 kW)
<U+26A1>ENERGY = §22.602 MWh
<ed><U+00A0><U+00BD><ed><U+00B4><U+0080>SLR/USD = $0.6453<U+2B07>
<ed><U+00A0><U+00BD><ed><U+00B2><U+00B5>Earni… https://t.co/3JQ3wtNaEP",FALSE,0,NA,2018-02-04 01:07:05,TRUE,NA,"959956441170931712",NA,"<a href=""http://shkspr.mobi/blog/2013/12/graphing-my-solar-panels-open-source/"" rel=""nofollow"">SolarPanelGraph</a>","projectAlborada",0,FALSE,FALSE,NA,NA
"151","RT @avstatistics: Should I invest in #SolarCoin? Is investing in solar energy something that can benefit both the planet and us as a societ…",FALSE,0,NA,2018-02-03 21:56:40,FALSE,NA,"959908522778603525",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","blockchain_ch",2,TRUE,FALSE,NA,NA
"152","<ed><U+00A0><U+00BD><ed><U+00B3><U+0086>2018/02/03 15:07 @ Home
<U+23F1>1,148 days up
<ed><U+00A0><U+00BC><ed><U+00BC><U+00A4>22 #solarpanels (5.50 kW)
<U+26A1>ENERGY = §22.602 MWh
<ed><U+00A0><U+00BD><ed><U+00B4><U+0080>SLR/USD = $0.6620<U+2B06>
<ed><U+00A0><U+00BD><ed><U+00B2><U+00B5>Earni… https://t.co/ALmc5IK4p0",FALSE,0,NA,2018-02-03 21:07:06,TRUE,NA,"959896048280981506",NA,"<a href=""http://shkspr.mobi/blog/2013/12/graphing-my-solar-panels-open-source/"" rel=""nofollow"">SolarPanelGraph</a>","projectAlborada",0,FALSE,FALSE,NA,NA
"153","@JohnLegere @TMobile @verizon @ATT Consider investing in @SolarCoin_SLR. It is an easy and relatively cheap way to… https://t.co/bopYXAvK2t",FALSE,1,"JohnLegere",2018-02-03 20:09:51,TRUE,"958340394139361280","959881638657236992","1394399438","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","tijis311",0,FALSE,FALSE,NA,NA
"154","<ed><U+00A0><U+00BD><ed><U+00B3><U+0086>2018/02/03 11:07 @ Home
<U+23F1>1,148 days up
<ed><U+00A0><U+00BC><ed><U+00BC><U+00A4>22 #solarpanels (5.50 kW)
<U+26A1>ENERGY = §22.589 MWh
<ed><U+00A0><U+00BD><ed><U+00B4><U+0080>SLR/USD = $0.6491<U+2B06>
<ed><U+00A0><U+00BD><ed><U+00B2><U+00B5>Earni… https://t.co/jcMZ7gWuVg",FALSE,0,NA,2018-02-03 17:07:07,TRUE,NA,"959835652736147456",NA,"<a href=""http://shkspr.mobi/blog/2013/12/graphing-my-solar-panels-open-source/"" rel=""nofollow"">SolarPanelGraph</a>","projectAlborada",0,FALSE,FALSE,NA,NA
"155","<ed><U+00A0><U+00BD><ed><U+00B3><U+0086>2018/02/03 07:07 @ Home
<U+23F1>1,148 days up
<ed><U+00A0><U+00BC><ed><U+00BC><U+00A4>22 #solarpanels (5.50 kW)
<U+26A1>ENERGY = §22.581 MWh
<ed><U+00A0><U+00BD><ed><U+00B4><U+0080>SLR/USD = $0.6295<U+2B06>
<ed><U+00A0><U+00BD><ed><U+00B2><U+00B5>Earni… https://t.co/TKAnsY7MhE",FALSE,0,NA,2018-02-03 13:07:06,TRUE,NA,"959775251071631361",NA,"<a href=""http://shkspr.mobi/blog/2013/12/graphing-my-solar-panels-open-source/"" rel=""nofollow"">SolarPanelGraph</a>","projectAlborada",0,FALSE,FALSE,NA,NA
"156","BTC-SLR AskRate: 0.00007144 #Bittrex  #SLR $SLR #SolarCoin #altcoin #crypto #bitcoin
 <U+2665> FOLLOW for PROFIT",FALSE,0,NA,2018-02-03 09:50:02,FALSE,NA,"959725657788993536",NA,"<a href=""https://www.cryptoknocks.com"" rel=""nofollow"">Knocks</a>","cryptoknocks",0,FALSE,FALSE,NA,NA
"157","<ed><U+00A0><U+00BD><ed><U+00B3><U+0086>2018/02/03 03:07 @ Home
<U+23F1>1,148 days up
<ed><U+00A0><U+00BC><ed><U+00BC><U+00A4>22 #solarpanels (5.50 kW)
<U+26A1>ENERGY = §22.581 MWh
<ed><U+00A0><U+00BD><ed><U+00B4><U+0080>SLR/USD = $0.5905<U+2B06>
<ed><U+00A0><U+00BD><ed><U+00B2><U+00B5>Earni… https://t.co/5OSbAWiOgy",FALSE,0,NA,2018-02-03 09:07:06,TRUE,NA,"959714854973124614",NA,"<a href=""http://shkspr.mobi/blog/2013/12/graphing-my-solar-panels-open-source/"" rel=""nofollow"">SolarPanelGraph</a>","projectAlborada",0,FALSE,FALSE,NA,NA
"158","RT @SolarAid: Solarcoin Crypto Community Raises £10,000 for UK Charity SolarAid — Steemit https://t.co/qBkWHa9YJn https://t.co/joQLDI68qO",FALSE,0,NA,2018-02-03 08:47:33,FALSE,NA,"959709934224072704",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","JMGSounds",2,TRUE,FALSE,NA,NA
"159","RT @ssaintleger: 1/w.r.t the future of our planet, in the medium term, blockchain and currencies like @SolarCoin_SLR ----- that have been i…",FALSE,0,NA,2018-02-03 06:58:37,FALSE,NA,"959682518760017920",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","BernardMcCarty",1,TRUE,FALSE,NA,NA
"160","1/w.r.t the future of our planet, in the medium term, blockchain and currencies like @SolarCoin_SLR ----- that have… https://t.co/9yHpEypUM0",FALSE,6,NA,2018-02-03 06:37:07,TRUE,NA,"959677109617733633",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","ssaintleger",1,FALSE,FALSE,NA,NA
"161","<ed><U+00A0><U+00BD><ed><U+00B3><U+0086>2018/02/02 23:07 @ Home
<U+23F1>1,147 days up
<ed><U+00A0><U+00BC><ed><U+00BC><U+00A4>22 #solarpanels (5.50 kW)
<U+26A1>ENERGY = §22.581 MWh
<ed><U+00A0><U+00BD><ed><U+00B4><U+0080>SLR/USD = $0.5602<U+2B07>
<ed><U+00A0><U+00BD><ed><U+00B2><U+00B5>Earni… https://t.co/5gKJ7jXQkY",FALSE,0,NA,2018-02-03 05:07:06,TRUE,NA,"959654457343606785",NA,"<a href=""http://shkspr.mobi/blog/2013/12/graphing-my-solar-panels-open-source/"" rel=""nofollow"">SolarPanelGraph</a>","projectAlborada",0,FALSE,FALSE,NA,NA
"162","RT @TChrometzka: Great article on where electric utility biz is headed https://t.co/Ia4kQQlkZZ 
And good to see that @techcrunch gets #sola…",FALSE,0,NA,2018-02-03 03:27:29,FALSE,NA,"959629386159919106",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","SolarCoinNews",4,TRUE,FALSE,NA,NA
"163","RT @ElectriCChain_: @SolarCoin_SLR https://t.co/aTWCHIL5ZM - read about SLR for the Energy industry",FALSE,0,NA,2018-02-03 03:22:46,FALSE,NA,"959628199406854145",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","SolarCoinNews",5,TRUE,FALSE,NA,NA
"164","RT @Gunther_vH: @ahmedsnowstorm @DigiByteCoin @Tesla @SolarCoin_SLR @elonmusk My vision: Customer walks into a @Tesla showroom and buys an…",FALSE,0,NA,2018-02-03 01:42:24,FALSE,NA,"959602943149342721",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Marcel78365204",9,TRUE,FALSE,NA,NA
"165","<ed><U+00A0><U+00BD><ed><U+00B3><U+0086>2018/02/02 19:07 @ Home
<U+23F1>1,147 days up
<ed><U+00A0><U+00BC><ed><U+00BC><U+00A4>22 #solarpanels (5.50 kW)
<U+26A1>ENERGY = §22.581 MWh
<ed><U+00A0><U+00BD><ed><U+00B4><U+0080>SLR/USD = $0.5907<U+2B06>
<ed><U+00A0><U+00BD><ed><U+00B2><U+00B5>Earni… https://t.co/xxSyQlj6hZ",FALSE,0,NA,2018-02-03 01:07:06,TRUE,NA,"959594059496083456",NA,"<a href=""http://shkspr.mobi/blog/2013/12/graphing-my-solar-panels-open-source/"" rel=""nofollow"">SolarPanelGraph</a>","projectAlborada",0,FALSE,FALSE,NA,NA
"166","RT @Stewy13: @elonmusk Since @Tesla has always been a pioneer, would you ever consider taking something like @SolarCoin_SLR for payment on…",FALSE,0,NA,2018-02-02 22:55:42,FALSE,NA,"959560989472473088",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","WeAreStarting_",11,TRUE,FALSE,NA,NA
"167","RT @SolarAid: Solarcoin Crypto Community Raises £10,000 for UK Charity SolarAid — Steemit https://t.co/qBkWHa9YJn https://t.co/joQLDI68qO",FALSE,0,NA,2018-02-02 22:02:08,FALSE,NA,"959547509772308482",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","BernardMcCarty",2,TRUE,FALSE,NA,NA
"168","<ed><U+00A0><U+00BD><ed><U+00B3><U+0086>2018/02/02 15:07 @ Home
<U+23F1>1,147 days up
<ed><U+00A0><U+00BC><ed><U+00BC><U+00A4>22 #solarpanels (5.50 kW)
<U+26A1>ENERGY = §22.581 MWh
<ed><U+00A0><U+00BD><ed><U+00B4><U+0080>SLR/USD = $0.5690<U+2B07>
<ed><U+00A0><U+00BD><ed><U+00B2><U+00B5>Earni… https://t.co/DRnflGsRGI",FALSE,0,NA,2018-02-02 21:07:19,TRUE,NA,"959533713007763456",NA,"<a href=""http://shkspr.mobi/blog/2013/12/graphing-my-solar-panels-open-source/"" rel=""nofollow"">SolarPanelGraph</a>","projectAlborada",0,FALSE,FALSE,NA,NA
"169","RT @tijis311: @Stewy13 @elonmusk @Tesla @SolarCoin_SLR @elonmusk @solarcity @Tesla You could also generate #SolarCoin rewards from any sola…",FALSE,0,NA,2018-02-02 18:19:24,FALSE,NA,"959491455214485509",NA,"<a href=""http://www.twitter.com"" rel=""nofollow"">Twitter for Windows</a>","Stewy13",6,TRUE,FALSE,NA,NA
"170","<ed><U+00A0><U+00BD><ed><U+00B3><U+0086>2018/02/02 11:07 @ Home
<U+23F1>1,147 days up
<ed><U+00A0><U+00BC><ed><U+00BC><U+00A4>22 #solarpanels (5.50 kW)
<U+26A1>ENERGY = §22.565 MWh
<ed><U+00A0><U+00BD><ed><U+00B4><U+0080>SLR/USD = $0.5837<U+2B06>
<ed><U+00A0><U+00BD><ed><U+00B2><U+00B5>Earni… https://t.co/fxoqwqPtvY",FALSE,0,NA,2018-02-02 17:07:06,TRUE,NA,"959473260470693888",NA,"<a href=""http://shkspr.mobi/blog/2013/12/graphing-my-solar-panels-open-source/"" rel=""nofollow"">SolarPanelGraph</a>","projectAlborada",0,FALSE,FALSE,NA,NA
"171","@Stewy13 @elonmusk @Tesla @SolarCoin_SLR @elonmusk @solarcity @Tesla You could also generate #SolarCoin rewards fro… https://t.co/EdDCTz9flo",FALSE,13,"Stewy13",2018-02-02 16:42:19,TRUE,"959182725893836803","959467026921144321","24566131","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","tijis311",6,FALSE,FALSE,NA,NA
"172","RT @Stewy13: @elonmusk Since @Tesla has always been a pioneer, would you ever consider taking something like @SolarCoin_SLR for payment on…",FALSE,0,NA,2018-02-02 16:40:27,FALSE,NA,"959466554713714688",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","tijis311",11,TRUE,FALSE,NA,NA
"173","RT @SolarCoin_SLR: https://t.co/0C0SD3nJ6Y  #solarcoin The #solarity plotter.  Example at $20. https://t.co/DHjnQ9U2YN",FALSE,0,NA,2018-02-02 16:24:16,FALSE,NA,"959462482506076160",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Scalextrix666",10,TRUE,FALSE,NA,NA
"174","RT @SolarCoinNews: #SolarCoin price :$0.57,MCAP:$22M,Circulating Supply:$39M
https://t.co/1geEmegenR         #Cryptoassets #cryptocurrency…",FALSE,0,NA,2018-02-02 16:18:30,FALSE,NA,"959461029666201605",NA,"<a href=""https://energycoin.eu/"" rel=""nofollow"">EnergyCoin</a>","energycoin",2,TRUE,FALSE,NA,NA
"175","#SolarCoin price :$0.57,MCAP:$22M,Circulating Supply:$39M
https://t.co/1geEmegenR         #Cryptoassets… https://t.co/UR42LCvY8K",FALSE,1,NA,2018-02-02 15:41:27,TRUE,NA,"959451707792117761",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","SolarCoinNews",2,FALSE,FALSE,NA,NA
"176","While many are concerned the bubble is popping, the potential social value of @SolarCoin_SLR showing itself here at… https://t.co/48m67djUfM",FALSE,3,NA,2018-02-02 14:54:55,TRUE,NA,"959439997953806338",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","jamiermccloskey",0,FALSE,FALSE,NA,NA
"177","RT @SolarCoinNews: It takes lots of currage to buy when everyone is selling! The #cryptocurrency market may be moving from correction to op…",FALSE,0,NA,2018-02-02 13:48:02,FALSE,NA,"959423165708500995",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","stormincash",3,TRUE,FALSE,NA,NA
"178","<ed><U+00A0><U+00BD><ed><U+00B3><U+0086>2018/02/02 07:07 @ Home
<U+23F1>1,147 days up
<ed><U+00A0><U+00BC><ed><U+00BC><U+00A4>22 #solarpanels (5.50 kW)
<U+26A1>ENERGY = §22.558 MWh
<ed><U+00A0><U+00BD><ed><U+00B4><U+0080>SLR/USD = $0.5099<U+2B07>
<ed><U+00A0><U+00BD><ed><U+00B2><U+00B5>Earni… https://t.co/QXtF975glN",FALSE,0,NA,2018-02-02 13:07:06,TRUE,NA,"959412863130656773",NA,"<a href=""http://shkspr.mobi/blog/2013/12/graphing-my-solar-panels-open-source/"" rel=""nofollow"">SolarPanelGraph</a>","projectAlborada",0,FALSE,FALSE,NA,NA
"179","RT @Stewy13: @elonmusk Since @Tesla has always been a pioneer, would you ever consider taking something like @SolarCoin_SLR for payment on…",FALSE,0,NA,2018-02-02 12:20:46,FALSE,NA,"959401202868989953",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","ElectriCChain_",11,TRUE,FALSE,NA,NA
"180","Solarcoin Crypto Community Raises £10,000 for UK Charity SolarAid — Steemit https://t.co/qBkWHa9YJn https://t.co/joQLDI68qO",FALSE,4,NA,2018-02-02 11:48:04,FALSE,NA,"959392975221608453",NA,"<a href=""http://bufferapp.com"" rel=""nofollow"">Buffer</a>","SolarAid",2,FALSE,FALSE,NA,NA
"181","@purposeless1819 @SolarCoin_SLR ... my company uses solarcoin for completion verification and record-keeping whenev… https://t.co/LhKwRro1Xw",FALSE,1,"renewables4life",2018-02-02 11:23:58,TRUE,"959386029424865280","959386910484500480","841318626158399494","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","renewables4life",0,FALSE,FALSE,NA,NA
"182","@purposeless1819 @SolarCoin_SLR That said, the more people who use solarcoin the more incentive there is to get thi… https://t.co/H9ZXZ9XX49",FALSE,0,"purposeless1819",2018-02-02 11:20:28,TRUE,"959186835065982978","959386029424865280","896378023385157633","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","renewables4life",0,FALSE,FALSE,NA,NA
"183","@purposeless1819 @SolarCoin_SLR The goal is to get solar production data log online in a public manner via blockcha… https://t.co/YqRbcFgd5f",FALSE,0,"purposeless1819",2018-02-02 11:17:18,TRUE,"959186835065982978","959385232079245312","896378023385157633","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","renewables4life",0,FALSE,FALSE,NA,NA
"184","RT @Stewy13: @elonmusk Since @Tesla has always been a pioneer, would you ever consider taking something like @SolarCoin_SLR for payment on…",FALSE,0,NA,2018-02-02 10:30:34,FALSE,NA,"959373470781067265",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","YBonchev",11,TRUE,FALSE,NA,NA
"185","RT @SolarCoinNews: It takes lots of currage to buy when everyone is selling! The #cryptocurrency market may be moving from correction to op…",FALSE,0,NA,2018-02-02 10:00:51,FALSE,NA,"959365991624036352",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Thuerlich",3,TRUE,FALSE,NA,NA
"186","RT @SolarCoinNews: It takes lots of currage to buy when everyone is selling! The #cryptocurrency market may be moving from correction to op…",FALSE,0,NA,2018-02-02 09:57:45,FALSE,NA,"959365214025256960",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","InkThur",3,TRUE,FALSE,NA,NA
"187","[02/02 09:19 UTC] SolarCoin (SLR) is down -30.2% in the last 24 hours! Price is $0.534267 (0.00006443 BTC) #SLR #SolarCoin",FALSE,0,NA,2018-02-02 09:19:52,FALSE,NA,"959355680560943104",NA,"<a href=""https://www.trustedbtc.net"" rel=""nofollow"">Crypto Radar 12</a>","CryptoRadar1",0,FALSE,FALSE,NA,NA
"188","RT @PerunPower: We are #SolarCoin_SLR Partners! Thank you @SolarCoin!",FALSE,0,NA,2018-02-02 09:18:27,FALSE,NA,"959355323143344128",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","milan_rapaic",1,TRUE,FALSE,NA,NA
"189","We are #SolarCoin_SLR Partners! Thank you @SolarCoin!",FALSE,4,NA,2018-02-02 09:17:47,FALSE,NA,"959355156067385344",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","PerunPower",1,FALSE,FALSE,NA,NA
"190","Should I invest in #SolarCoin? Is investing in solar energy something that can benefit both the planet and us as a… https://t.co/Uy9BM9Y0aR",FALSE,4,NA,2018-02-02 09:17:27,TRUE,NA,"959355072550449152",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","avstatistics",2,FALSE,FALSE,NA,NA
"191","<ed><U+00A0><U+00BD><ed><U+00B3><U+0086>2018/02/02 03:07 @ Home
<U+23F1>1,147 days up
<ed><U+00A0><U+00BC><ed><U+00BC><U+00A4>22 #solarpanels (5.50 kW)
<U+26A1>ENERGY = §22.558 MWh
<ed><U+00A0><U+00BD><ed><U+00B4><U+0080>SLR/USD = $0.5377<U+2B07>
<ed><U+00A0><U+00BD><ed><U+00B2><U+00B5>Earni… https://t.co/Ww53YFUgC5",FALSE,0,NA,2018-02-02 09:07:05,TRUE,NA,"959352461780770817",NA,"<a href=""http://shkspr.mobi/blog/2013/12/graphing-my-solar-panels-open-source/"" rel=""nofollow"">SolarPanelGraph</a>","projectAlborada",0,FALSE,FALSE,NA,NA
"192","RT @Stewy13: @elonmusk Since @Tesla has always been a pioneer, would you ever consider taking something like @SolarCoin_SLR for payment on…",FALSE,0,NA,2018-02-02 07:57:33,FALSE,NA,"959334965027762177",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Scalextrix666",11,TRUE,FALSE,NA,NA
"193","RT @Stewy13: @elonmusk Since @Tesla has always been a pioneer, would you ever consider taking something like @SolarCoin_SLR for payment on…",FALSE,0,NA,2018-02-02 06:26:18,FALSE,NA,"959311998046515200",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","BernardMcCarty",11,TRUE,FALSE,NA,NA
"194","RT @Stephencgill: The #Saudi #energy company #ACWA Power will start using #SolarCoin, a #blockchain based reward system for #greenenergy pr…",FALSE,0,NA,2018-02-02 06:02:31,FALSE,NA,"959306014704091136",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","cecygaraychapar",4,TRUE,FALSE,NA,NA
"195","BTC-SLR AskRate: 0.00006998 #Bittrex  #SLR $SLR #SolarCoin #altcoin #bitcoin #cryptocurrencies
 <U+2665> FOLLOW for PROFIT",FALSE,0,NA,2018-02-02 05:50:01,FALSE,NA,"959302868061663233",NA,"<a href=""https://www.cryptoknocks.com"" rel=""nofollow"">Knocks</a>","cryptoknocks",0,FALSE,FALSE,NA,NA
